,frameID,groupID,x,y,w,h,segment_num,dataset
4457,3054,160,310.06,203.76,121.43,57.77,4,train
4458,3055,160,310.09,203.12,120.68,58.94,4,train
4459,3056,160,309.29,201.8,119.07,60.26,4,train
4460,3057,160,309.24,201.29,117.0,60.03,4,train
4461,3058,160,336.76,202.14,86.49,58.88,4,train
4462,3059,160,348.28,202.42,73.5,58.79,4,train
4463,3060,160,348.19,202.38,72.24,58.35,4,train
4464,3061,160,336.21,201.91,82.52,59.11,4,train
4465,3062,160,336.1,201.84,81.62,59.03,4,train
4466,3063,160,347.89,200.67,70.01,59.21,4,train
4467,3064,160,348.29,202.15,70.93,58.69,4,train
4468,3065,160,349.8,201.57,72.59,58.61,4,train
4469,3066,160,348.96,202.29,78.83,58.01,4,train
4470,3067,160,348.98,202.61,83.66,56.45,4,train
4471,3068,161,321.01,208.67,21.67,25.25,4,train
4472,3068,160,383.64,200.42,55.85,58.82,4,train
4473,3069,161,321.77,208.5,21.62,25.38,4,train
4474,3069,160,371.9,202.53,71.9,57.07,4,train
4475,3070,160,360.93,202.5,85.58,56.96,4,train
4476,3071,160,337.84,202.46,108.96,57.61,4,train
4477,3072,160,338.31,203.77,108.19,56.41,4,train
4478,3073,160,336.61,203.59,108.4,57.19,4,train
4479,3074,160,324.96,203.49,115.39,57.3,4,train
4480,3075,160,324.9,205.64,109.24,54.24,4,train
4481,3076,160,324.06,204.15,104.22,55.69,4,train
4482,3077,160,322.68,205.17,103.07,56.69,4,train
4483,3078,160,322.26,204.2,101.31,56.96,4,train
4484,3079,160,322.52,204.04,101.24,57.11,4,train
4485,3080,160,322.1,203.95,101.79,57.35,4,train
4486,3081,160,322.29,203.04,100.75,57.69,4,train
4487,3082,160,282.58,203.08,139.97,57.52,4,train
4488,3083,160,281.78,203.71,139.53,56.29,4,train
4489,3084,160,280.67,204.52,139.74,54.8,4,train
4490,3085,160,280.0,205.17,139.61,53.61,4,train
4491,3086,160,312.26,205.21,107.24,53.35,4,train
4492,3087,160,312.36,202.75,108.97,55.51,4,train
4493,3088,160,286.6,203.86,137.07,54.34,4,train
4494,3089,160,287.17,202.03,142.14,55.3,4,train
4495,3090,160,293.42,201.13,141.04,57.05,4,train
4496,3091,160,298.3,199.82,142.54,57.98,4,train
4497,3092,160,300.37,199.58,143.41,58.01,4,train
4498,3093,160,301.15,200.09,144.24,57.41,4,train
4499,3094,160,301.41,199.89,144.73,56.42,4,train
4500,3095,160,300.72,200.26,145.04,56.02,4,train
4501,3096,160,299.07,199.92,145.09,55.48,4,train
4502,3097,160,297.15,200.33,142.27,55.72,4,train
4503,3098,160,334.82,200.85,103.02,57.09,4,train
4504,3099,160,334.46,202.42,102.42,55.8,4,train
4505,3100,160,294.43,203.36,139.49,54.77,4,train
4506,3101,160,308.8,205.8,122.5,53.06,4,train
4507,3102,163,308.49,206.24,117.19,53.74,4,train
4508,3103,163,323.04,206.63,100.55,52.61,4,train
4509,3104,163,323.48,206.7,100.0,53.11,4,train
4510,3105,163,323.47,196.05,98.87,63.94,4,train
4511,3107,161,311.57,186.99,98.63,54.62,4,train
4512,3107,164,202.21,174.82,39.91,76.02,4,train
4513,3108,161,311.82,186.52,100.72,54.8,4,train
4514,3108,164,203.58,174.59,41.91,75.87,4,train
4515,3109,161,311.9,186.4,101.78,54.02,4,train
4516,3109,164,205.29,174.09,41.44,76.0,4,train
4517,3110,161,323.73,191.67,92.06,49.81,4,train
4518,3110,164,205.98,177.8,40.98,76.05,4,train
4519,3111,161,323.89,192.63,93.32,51.41,4,train
4520,3111,164,205.83,182.2,41.14,76.17,4,train
4521,3112,165,296.59,196.23,123.03,51.82,4,train
4522,3112,164,205.5,184.27,41.8,78.12,4,train
4523,3113,165,296.44,198.46,125.2,52.14,4,train
4524,3113,164,206.36,187.29,42.0,76.77,4,train
4525,3114,160,295.62,199.79,127.29,52.84,4,train
4526,3114,164,207.05,190.04,42.39,79.69,4,train
4527,3115,160,299.23,199.85,124.46,54.06,4,train
4528,3115,164,207.29,191.45,42.47,80.48,4,train
4529,3116,160,300.25,199.17,127.92,55.21,4,train
4530,3116,164,207.75,193.28,42.95,79.94,4,train
4531,3117,166,305.2,199.76,126.14,55.36,4,train
4532,3117,164,210.9,195.42,41.36,77.55,4,train
4533,3118,160,306.55,199.36,125.89,55.0,4,train
4534,3118,164,211.14,194.14,41.6,78.15,4,train
4535,3119,160,336.96,199.16,95.08,54.16,4,train
4536,3119,164,209.23,193.35,43.51,78.69,4,train
4537,3120,160,306.99,198.91,119.78,51.87,4,train
4538,3120,164,205.53,193.99,45.67,78.44,4,train
4539,3121,166,299.99,197.11,121.93,53.82,4,train
4540,3121,164,197.3,193.12,51.22,80.19,4,train
4541,3122,166,299.18,196.76,119.78,53.42,4,train
4542,3122,164,190.51,191.37,55.4,82.02,4,train
4543,3123,166,296.34,196.57,116.03,52.06,4,train
4544,3123,164,179.81,191.1,61.45,83.63,4,train
4545,3124,166,287.78,195.44,118.77,53.41,4,train
4546,3125,166,284.89,197.24,115.86,50.88,4,train
4547,3126,160,283.82,198.45,114.57,49.4,4,train
4548,3127,160,281.89,197.81,115.11,50.56,4,train
4549,3128,166,311.23,198.11,82.35,52.17,4,train
4550,3129,166,299.16,199.78,88.33,50.4,4,train
4551,3129,164,130.16,189.87,87.65,98.87,4,train
4552,3130,166,299.22,198.68,84.68,50.93,4,train
4553,3130,164,123.87,182.62,90.2,105.41,4,train
4554,3131,166,299.36,197.29,82.7,51.09,4,train
4555,3131,164,119.51,181.29,92.52,107.05,4,train
4556,3132,166,268.97,197.09,112.36,50.25,4,train
4557,3132,164,115.3,180.61,95.32,109.46,4,train
4558,3133,166,266.74,199.97,115.86,47.99,4,train
4559,3133,167,108.98,180.47,66.18,114.4,4,train
4560,3134,166,299.56,200.98,76.46,47.5,4,train
4561,3134,167,97.72,184.79,68.48,112.54,4,train
4562,3135,166,298.55,201.4,74.9,47.08,4,train
4563,3135,167,87.65,185.69,69.92,116.36,4,train
4564,3136,160,260.24,201.78,93.43,26.19,4,train
4565,3136,167,74.01,185.99,73.92,118.77,4,train
4566,3137,160,283.05,200.88,79.01,48.68,4,train
4567,3137,167,64.41,183.03,76.99,123.68,4,train
4568,3138,160,285.78,201.34,84.06,48.56,4,train
4569,3138,167,47.39,181.14,85.71,130.18,4,train
4570,3139,160,285.44,201.68,83.98,48.38,4,train
4571,3139,167,33.88,177.33,92.99,138.53,4,train
4572,3140,160,285.71,201.98,83.24,47.11,4,train
4573,3140,167,26.26,173.43,94.99,143.84,4,train
4574,3141,160,286.04,200.98,82.84,46.87,4,train
4575,3141,164,20.48,172.12,96.0,145.81,4,train
4576,3142,160,249.92,198.43,119.18,49.29,4,train
4577,3142,164,11.63,170.86,99.68,149.37,4,train
4578,3143,168,285.83,198.01,80.5,50.57,4,train
4579,3143,167,3.81,171.84,102.53,150.11,4,train
4580,3144,160,285.33,198.48,81.34,51.3,4,train
4581,3144,167,1.0,172.61,103.32,151.26,4,train
4582,3145,166,285.12,198.35,81.07,51.54,4,train
4583,3145,167,1.0,171.83,97.88,154.24,4,train
4584,3146,166,284.13,201.55,83.06,35.31,4,train
4585,3147,166,272.55,197.6,74.18,47.82,4,train
4586,3148,166,272.22,197.43,71.56,47.25,4,train
4587,3149,166,271.63,196.03,83.44,47.9,4,train
4588,3150,166,272.09,194.89,81.26,48.33,4,train
4589,3151,166,272.37,194.64,69.46,48.75,4,train
4590,3152,166,272.62,194.71,72.62,48.82,4,train
4591,3153,166,273.11,195.19,73.7,49.65,4,train
4592,3154,166,273.86,195.82,93.33,49.96,4,train
4593,3155,166,274.81,196.79,92.86,49.45,4,train
4594,3156,166,274.95,198.64,81.61,49.17,4,train
4595,3157,166,289.23,199.28,90.25,48.6,4,train
4596,3158,169,258.82,199.63,122.17,48.67,4,train
4597,3159,169,296.7,198.8,85.27,50.45,4,train
4598,3160,166,295.39,196.92,39.93,52.78,4,train
4599,3160,160,358.64,193.76,11.69,44.74,4,train
4600,3161,170,174.69,181.67,61.83,88.29,4,train
4601,3162,171,358.09,191.16,70.57,26.74,4,train
4602,3163,171,321.82,156.86,167.01,156.18,4,train
4603,3163,170,127.94,189.4,63.08,101.78,4,train
4604,3164,171,320.83,163.0,154.83,149.13,4,train
4605,3165,166,302.32,167.68,156.91,138.21,4,train
4606,3166,160,297.35,167.06,152.64,142.15,4,train
4607,3167,160,293.69,168.18,150.89,140.21,4,train
4608,3168,160,292.35,171.36,147.69,135.77,4,train
4609,3169,160,290.13,173.06,145.81,132.58,4,train
4610,3169,170,179.25,199.06,28.23,50.14,4,train
4611,3170,166,284.68,172.03,143.35,131.54,4,train
4612,3170,170,170.95,200.13,37.92,49.36,4,train
4613,3171,166,273.63,171.05,146.24,133.24,4,train
4614,3172,160,268.76,173.29,143.52,133.28,4,train
4615,3173,160,272.57,174.77,130.55,133.73,4,train
4616,3173,167,144.35,204.11,30.42,52.83,4,train
4617,3174,160,256.65,175.73,138.49,134.4,4,train
4618,3174,167,134.22,204.42,37.13,54.51,4,train
4619,3175,166,246.98,175.76,143.62,139.24,4,train
4620,3175,167,128.14,207.38,38.43,52.48,4,train
4621,3176,166,247.12,176.01,135.58,138.45,4,train
4622,3176,167,120.1,205.67,42.73,55.04,4,train
4623,3177,166,244.84,177.55,131.53,135.19,4,train
4624,3177,167,116.55,205.64,42.92,54.73,4,train
4625,3178,166,246.38,176.68,123.05,136.41,4,train
4626,3178,167,110.08,204.98,46.95,55.29,4,train
4627,3179,166,247.53,175.32,118.31,137.12,4,train
4628,3179,167,107.81,203.8,48.55,55.42,4,train
4629,3180,166,237.85,174.65,124.24,137.26,4,train
4630,3180,167,106.26,202.58,48.38,55.62,4,train
4631,3181,166,241.86,175.55,114.61,137.12,4,train
4632,3181,167,102.62,202.46,49.76,55.95,4,train
4633,3182,160,249.58,176.27,102.29,135.59,4,train
4634,3182,167,102.33,202.93,47.62,48.91,4,train
4635,3182,172,356.39,192.94,75.21,116.5,4,train
4636,3183,172,347.41,192.45,80.29,117.76,4,train
4637,3183,160,229.33,177.21,119.19,134.27,4,train
4638,3183,167,96.65,203.52,51.22,47.22,4,train
4639,3184,172,348.17,193.13,72.54,116.44,4,train
4640,3184,160,225.38,177.43,117.72,134.77,4,train
4641,3184,167,87.36,205.06,55.44,51.41,4,train
4642,3185,172,349.06,194.2,63.97,113.23,4,train
4643,3185,160,221.58,176.58,116.55,137.38,4,train
4644,3185,167,81.12,204.84,57.69,53.12,4,train
4645,3186,172,344.66,195.56,62.79,111.59,4,train
4646,3186,160,216.92,177.4,114.74,136.19,4,train
4647,3186,167,71.96,204.27,60.29,54.51,4,train
4648,3187,172,335.08,195.88,66.96,111.3,4,train
4649,3187,160,210.88,176.56,114.93,135.98,4,train
4650,3187,167,62.77,203.65,64.03,55.7,4,train
4651,3188,167,51.2,201.72,67.33,56.27,4,train
4652,3188,172,332.97,194.77,62.76,113.53,4,train
4653,3188,160,203.65,176.58,113.15,134.88,4,train
4654,3189,172,320.88,194.42,65.67,113.58,4,train
4655,3189,167,38.18,200.3,70.11,56.64,4,train
4656,3189,160,194.62,175.55,112.99,135.04,4,train
4657,3190,160,186.73,172.58,112.59,137.11,4,train
4658,3190,172,319.81,194.37,61.03,112.9,4,train
4659,3190,167,24.57,198.38,74.73,57.05,4,train
4660,3191,160,181.56,172.5,110.14,134.78,4,train
4661,3191,167,17.27,193.89,76.19,60.61,4,train
4662,3191,172,310.35,194.23,64.7,110.67,4,train
4663,3192,172,208.67,172.33,160.35,134.53,4,train
4664,3192,167,9.14,192.87,79.04,61.59,4,train
4665,3194,166,249.27,195.18,17.77,24.64,4,train
4666,3194,173,379.66,165.24,100.89,194.83,4,train
4667,3194,160,161.14,166.18,81.43,137.79,4,train
4668,3195,166,251.52,193.88,78.49,104.14,4,train
4669,3195,173,382.06,167.8,98.48,193.13,4,train
4670,3195,160,155.48,165.29,88.18,136.27,4,train
4671,3196,166,251.74,193.53,78.27,104.77,4,train
4672,3196,173,383.37,167.94,97.88,195.1,4,train
4673,3196,174,186.69,164.15,57.98,137.12,4,train
4674,3197,160,258.89,192.66,72.42,106.66,4,train
4675,3197,173,383.8,168.23,98.53,193.88,4,train
4676,3197,174,187.22,164.48,58.35,136.59,4,train
4677,3198,160,257.66,193.08,81.32,105.34,4,train
4678,3198,175,1.0,168.26,88.85,61.04,4,train
4679,3198,173,390.13,163.6,98.27,199.54,4,train
4680,3198,172,195.33,165.56,55.85,134.71,4,train
4681,3199,160,264.09,194.09,80.5,102.0,4,train
4682,3199,175,6.42,172.9,94.35,53.6,4,train
4683,3199,173,373.59,160.79,120.04,205.16,4,train
4684,3199,166,191.85,165.06,65.83,135.87,4,train
4685,3200,172,272.49,195.31,78.47,99.84,4,train
4686,3200,173,400.74,162.34,99.37,199.11,4,train
4687,3200,174,186.98,163.73,79.43,136.7,4,train
4688,3201,172,285.5,197.46,74.63,99.06,4,train
4689,3201,174,201.17,166.64,71.82,132.65,4,train
4690,3202,172,284.4,196.81,84.32,102.19,4,train
4691,3202,174,209.34,168.9,71.28,130.39,4,train
4692,3203,172,296.09,196.45,79.8,104.05,4,train
4693,3203,160,221.95,169.75,65.29,129.79,4,train
4694,3204,172,298.15,199.39,87.16,102.22,4,train
4695,3204,160,220.99,174.69,73.61,123.89,4,train
4696,3205,172,297.52,198.33,100.43,104.19,4,train
4697,3205,175,81.57,185.5,99.48,44.91,4,train
4698,3206,172,321.92,198.75,82.26,103.36,4,train
4699,3207,172,323.8,198.8,83.35,102.66,4,train
4700,3208,172,323.87,197.08,83.92,105.36,4,train
4701,3209,172,320.42,196.48,86.21,106.59,4,train
4702,3209,176,421.36,197.94,63.0,134.26,4,train
4703,3210,172,312.06,195.63,93.88,108.82,4,train
4704,3211,172,311.99,195.42,93.37,108.96,4,train
4705,3212,172,312.18,194.12,94.3,109.54,4,train
4706,3212,173,439.45,170.36,96.15,190.48,4,train
4707,3213,172,300.21,193.72,108.18,109.22,4,train
4708,3213,173,440.48,171.2,94.9,188.55,4,train
4709,3214,172,300.86,194.91,108.51,105.98,4,train
4710,3214,173,441.34,170.27,95.94,191.16,4,train
4711,3215,172,300.96,196.68,109.67,103.04,4,train
4712,3215,173,442.48,170.27,95.43,188.83,4,train
4713,3216,172,307.44,196.23,106.75,102.81,4,train
4714,3216,173,444.13,168.98,94.74,190.3,4,train
4715,3217,172,308.58,196.26,108.29,103.4,4,train
4716,3217,173,445.93,167.99,93.89,191.34,4,train
4717,3218,172,309.91,196.52,111.4,105.33,4,train
4718,3218,173,449.44,164.6,94.29,198.0,4,train
4719,3219,172,309.82,196.08,116.64,106.04,4,train
4720,3219,173,450.08,165.24,95.51,195.15,4,train
4721,3220,175,320.46,195.58,110.43,107.87,4,train
4722,3220,173,452.35,164.53,94.49,197.29,4,train
4723,3221,175,335.88,196.32,97.05,107.77,4,train
4724,3221,173,453.39,166.32,94.35,196.65,4,train
4725,3222,172,336.76,197.01,97.71,108.31,4,train
4726,3222,173,454.96,170.62,97.69,187.82,4,train
4727,3223,175,319.9,199.3,116.67,104.29,4,train
4728,3223,173,460.45,170.39,96.96,187.17,4,train
4729,3224,175,381.63,198.03,61.46,106.51,4,train
4730,3224,173,462.53,170.73,101.22,188.23,4,train
4731,3225,166,334.99,199.29,114.14,111.26,4,train
4732,3225,173,474.44,173.94,94.49,185.55,4,train
4733,3226,166,336.39,201.21,116.58,111.32,4,train
4734,3226,173,477.71,172.08,94.98,189.02,4,train
4735,3227,166,337.26,199.74,117.11,108.18,4,train
4736,3227,173,480.97,170.33,95.81,187.53,4,train
4737,3228,166,354.26,200.17,98.84,109.75,4,train
4738,3228,173,480.17,169.59,94.26,192.9,4,train
4739,3229,166,335.58,197.94,112.46,109.82,4,train
4740,3229,173,478.92,169.39,90.99,195.89,4,train
4741,3230,166,332.69,198.02,106.71,108.79,4,train
4742,3230,173,467.58,171.1,93.57,190.52,4,train
4743,3230,160,201.62,199.5,34.09,45.03,4,train
4744,3230,177,117.2,199.72,36.7,48.49,4,train
4745,3231,172,311.9,199.55,114.88,109.51,4,train
4746,3231,173,456.96,173.04,89.25,188.77,4,train
4747,3232,172,309.51,200.81,106.26,109.48,4,train
4748,3232,173,442.44,175.33,92.55,183.6,4,train
4749,3233,172,308.69,201.9,98.42,108.15,4,train
4750,3233,173,432.35,175.76,90.57,179.85,4,train
4751,3234,172,324.71,199.7,74.81,106.68,4,train
4752,3234,173,423.4,174.59,91.81,177.37,4,train
4753,3235,172,294.93,198.17,99.01,105.7,4,train
4754,3236,172,288.57,198.7,98.81,101.6,4,train
4755,3237,172,323.24,199.25,60.73,99.31,4,train
4756,3237,178,257.43,200.77,39.28,41.36,4,train
4757,3238,172,266.56,197.52,121.09,100.08,4,train
4758,3238,177,148.64,194.78,34.09,46.68,4,train
4759,3238,179,39.09,189.15,40.38,52.04,4,train
4760,3239,172,266.32,198.83,118.37,97.82,4,train
4761,3240,172,263.3,199.36,119.22,99.68,4,train
4762,3241,172,266.21,199.82,109.03,100.81,4,train
4763,3241,160,143.91,181.34,104.05,121.22,4,train
4764,3241,179,29.05,192.45,38.35,51.97,4,train
4765,3242,172,270.41,201.06,95.04,98.43,4,train
4766,3243,178,242.59,196.96,117.11,99.09,4,train
4767,3244,178,241.77,194.13,113.72,98.35,4,train
4768,3245,178,242.46,190.45,111.63,99.62,4,train
4769,3246,160,131.11,167.33,95.49,121.73,4,train
4770,3246,178,244.63,187.85,108.89,100.8,4,train
4771,3247,173,435.32,151.83,95.34,167.59,4,train
4772,3247,160,132.23,165.21,93.5,120.73,4,train
4773,3247,178,245.84,184.32,107.54,103.39,4,train
4774,3248,180,357.0,168.5,60.46,126.73,4,train
4775,3248,173,437.12,149.61,94.95,169.08,4,train
4776,3248,160,132.15,164.48,92.69,120.02,4,train
4777,3248,178,246.32,182.15,105.38,104.78,4,train
4778,3249,180,356.37,169.64,61.17,124.45,4,train
4779,3249,160,135.7,161.88,87.77,121.97,4,train
4780,3249,178,248.72,180.1,101.54,105.9,4,train
4781,3250,180,356.61,173.24,61.57,119.54,4,train
4782,3250,173,445.34,148.34,96.06,173.77,4,train
4783,3250,160,137.71,160.91,85.8,120.68,4,train
4784,3250,178,252.72,180.66,96.35,103.46,4,train
4785,3251,180,357.1,175.02,61.37,116.3,4,train
4786,3251,173,448.33,148.36,93.04,173.7,4,train
4787,3251,160,138.37,160.17,84.64,121.64,4,train
4788,3251,178,254.33,179.57,94.42,105.13,4,train
4789,3252,178,255.32,174.38,162.35,116.18,4,train
4790,3252,173,448.73,149.53,92.69,168.85,4,train
4791,3252,160,138.38,160.99,83.66,121.91,4,train
4792,3253,172,248.25,171.54,162.5,122.15,4,train
4793,3253,173,448.64,153.93,89.73,156.58,4,train
4794,3253,160,134.64,163.72,82.12,119.34,4,train
4795,3254,172,246.74,182.66,87.89,99.37,4,train
4796,3254,173,449.32,156.8,87.23,150.24,4,train
4797,3254,178,337.46,169.61,70.15,125.22,4,train
4798,3254,160,132.4,164.09,81.47,120.36,4,train
4799,3255,178,245.06,168.81,157.44,125.65,4,train
4800,3255,173,449.53,156.69,85.55,149.85,4,train
4801,3255,160,130.04,163.27,81.36,122.37,4,train
4802,3256,178,324.11,168.43,75.73,125.46,4,train
4803,3256,172,243.42,182.34,85.58,97.99,4,train
4804,3256,173,450.33,154.43,83.96,153.86,4,train
4805,3256,160,128.65,162.52,81.43,123.19,4,train
4806,3257,178,323.89,170.39,82.42,120.09,4,train
4807,3257,172,242.61,183.32,83.66,95.6,4,train
4808,3257,173,450.01,151.29,83.98,159.21,4,train
4809,3257,160,127.65,161.06,80.66,123.99,4,train
4810,3258,178,324.38,167.95,70.83,120.6,4,train
4811,3258,172,243.12,182.24,81.56,98.15,4,train
4812,3258,173,450.05,152.52,84.46,159.33,4,train
4813,3258,160,127.52,161.64,80.04,123.66,4,train
4814,3259,178,245.37,167.29,146.95,121.62,4,train
4815,3259,173,450.14,153.3,85.14,156.65,4,train
4816,3259,160,129.29,161.3,79.23,124.35,4,train
4817,3260,172,247.1,181.5,162.79,107.92,4,train
4818,3260,173,452.58,155.51,82.27,152.62,4,train
4819,3260,160,130.96,162.81,78.12,122.01,4,train
4820,3261,180,313.0,186.24,80.42,106.36,4,train
4821,3261,178,250.36,183.6,70.08,101.68,4,train
4822,3261,173,456.42,160.41,79.54,145.03,4,train
4823,3261,160,134.05,165.62,76.31,119.32,4,train
4824,3262,178,251.51,182.45,67.07,103.45,4,train
4825,3262,173,458.11,160.34,79.3,142.98,4,train
4826,3262,180,312.51,187.05,81.57,105.86,4,train
4827,3262,160,135.17,166.17,75.06,119.06,4,train
4828,3263,178,252.07,183.29,65.05,104.5,4,train
4829,3263,173,460.18,161.29,77.93,141.39,4,train
4830,3263,180,312.73,186.34,84.02,107.01,4,train
4831,3263,160,135.5,166.96,73.92,117.77,4,train
4832,3264,178,250.02,186.43,61.02,101.89,4,train
4833,3264,173,459.67,163.41,76.81,139.96,4,train
4834,3264,180,312.1,171.38,79.75,123.23,4,train
4835,3264,160,132.73,167.09,73.41,118.27,4,train
4836,3265,178,245.7,189.17,57.99,100.27,4,train
4837,3265,173,454.86,164.95,78.51,139.63,4,train
4838,3265,180,311.74,171.49,77.82,122.98,4,train
4839,3265,160,125.74,170.48,74.84,119.22,4,train
4840,3266,178,238.13,180.41,137.01,108.07,4,train
4841,3266,173,446.26,167.27,78.57,138.19,4,train
4842,3266,160,108.41,171.5,81.52,119.35,4,train
4843,3267,172,234.58,187.64,54.45,100.38,4,train
4844,3267,173,443.03,168.17,78.61,138.8,4,train
4845,3267,160,108.09,167.46,74.83,121.23,4,train
4846,3267,180,287.45,181.29,83.88,111.16,4,train
4847,3268,178,232.69,186.34,54.09,99.17,4,train
4848,3268,173,451.35,167.54,74.82,138.83,4,train
4849,3268,160,113.8,167.4,69.76,117.91,4,train
4850,3268,180,288.84,179.52,81.3,112.65,4,train
4851,3269,173,457.02,167.64,75.62,138.07,4,train
4852,3269,160,122.66,168.26,64.2,114.94,4,train
4853,3269,180,299.53,180.02,71.5,111.55,4,train
4854,3270,173,463.12,166.97,77.7,137.7,4,train
4855,3270,160,128.74,167.57,64.52,113.48,4,train
4856,3270,180,298.83,180.95,75.4,110.98,4,train
4857,3271,173,467.23,168.33,78.83,136.11,4,train
4858,3271,160,132.79,167.98,64.7,113.32,4,train
4859,3271,180,298.75,179.39,78.27,112.93,4,train
4860,3272,173,473.81,167.94,77.06,135.23,4,train
4861,3272,160,137.79,169.58,61.97,112.31,4,train
4862,3272,180,310.51,184.58,64.75,107.95,4,train
4863,3273,173,475.93,168.67,76.7,134.05,4,train
4864,3273,160,136.86,170.66,63.24,111.54,4,train
4865,3273,180,298.14,185.49,75.69,109.67,4,train
4866,3274,173,476.62,168.55,75.49,134.29,4,train
4867,3274,160,134.07,170.45,64.72,112.17,4,train
4868,3274,180,249.39,175.79,119.24,119.72,4,train
4869,3275,173,476.92,167.28,75.32,135.32,4,train
4870,3275,160,132.59,169.88,65.9,113.44,4,train
4871,3275,180,285.1,174.96,83.12,118.1,4,train
4872,3276,173,472.39,166.58,77.55,134.57,4,train
4873,3276,160,130.14,171.62,66.53,115.16,4,train
4874,3276,180,284.24,180.06,79.22,112.77,4,train
4875,3277,173,470.07,164.78,77.2,135.33,4,train
4876,3277,160,127.76,171.34,64.18,113.22,4,train
4877,3277,181,268.16,181.97,90.12,110.12,4,train
4878,3278,181,268.82,181.01,113.13,108.26,4,train
4879,3278,173,467.78,163.43,77.29,136.03,4,train
4880,3278,160,124.02,169.98,65.46,114.57,4,train
4881,3279,181,261.38,181.04,119.15,107.77,4,train
4882,3279,173,465.97,161.67,72.13,133.59,4,train
4883,3279,160,119.87,168.27,66.91,117.59,4,train
4884,3280,178,260.59,182.88,116.84,109.24,4,train
4885,3280,173,463.62,160.94,70.79,133.82,4,train
4886,3280,160,115.91,167.73,67.59,118.51,4,train
4887,3281,178,259.82,184.41,116.59,110.39,4,train
4888,3281,173,462.66,160.0,69.95,136.62,4,train
4889,3281,160,114.11,170.17,66.97,119.39,4,train
4890,3282,182,343.64,183.94,35.36,50.44,4,train
4891,3282,173,464.51,156.77,70.47,142.23,4,train
4892,3282,160,114.9,170.99,67.98,120.14,4,train
4893,3282,181,260.92,196.65,69.82,99.55,4,train
4894,3283,182,346.26,184.35,35.9,50.47,4,train
4895,3283,173,467.37,158.63,74.63,141.99,4,train
4896,3283,160,118.05,173.39,66.74,117.58,4,train
4897,3283,181,260.59,194.77,70.3,101.09,4,train
4898,3284,182,350.8,184.82,35.83,50.89,4,train
4899,3284,173,474.68,162.52,72.24,138.27,4,train
4900,3284,160,123.35,175.95,64.29,114.58,4,train
4901,3284,181,256.28,190.59,83.98,102.41,4,train
4902,3285,182,354.33,184.95,36.07,51.16,4,train
4903,3285,173,480.35,161.03,72.05,139.77,4,train
4904,3285,160,126.73,176.28,63.18,114.48,4,train
4905,3285,181,256.24,185.47,89.0,105.29,4,train
4906,3286,182,357.13,185.01,36.44,53.27,4,train
4907,3286,173,482.77,161.03,73.02,138.98,4,train
4908,3286,160,129.29,176.5,64.98,115.06,4,train
4909,3286,178,257.07,182.56,91.5,110.91,4,train
4910,3287,182,358.37,184.78,37.02,55.42,4,train
4911,3287,173,484.59,159.55,74.32,139.98,4,train
4912,3287,160,130.94,176.77,65.08,114.89,4,train
4913,3287,178,258.02,183.64,91.6,110.56,4,train
4914,3288,182,357.97,184.22,37.73,57.73,4,train
4915,3288,173,484.29,158.66,74.77,141.2,4,train
4916,3288,160,130.08,178.53,62.49,114.06,4,train
4917,3288,178,257.99,182.96,89.07,114.35,4,train
4918,3289,182,358.4,184.43,38.5,58.18,4,train
4919,3289,173,486.45,159.61,73.27,138.03,4,train
4920,3289,160,129.85,178.61,61.27,112.53,4,train
4921,3289,178,258.28,181.33,86.27,115.94,4,train
4922,3290,183,347.43,184.11,52.66,56.26,4,train
4923,3290,173,489.98,159.76,75.72,136.39,4,train
4924,3290,160,131.26,177.09,63.3,112.33,4,train
4925,3290,178,259.87,181.61,82.4,113.95,4,train
4926,3291,183,348.08,185.36,56.01,55.45,4,train
4927,3291,173,493.23,158.34,78.69,138.09,4,train
4928,3291,160,136.27,177.3,62.46,111.17,4,train
4929,3291,178,263.42,184.52,79.04,112.95,4,train
4930,3292,182,368.91,184.92,40.94,57.54,4,train
4931,3292,173,501.24,160.63,76.42,138.24,4,train
4932,3292,160,141.37,176.31,61.91,112.39,4,train
4933,3292,178,267.88,185.18,76.56,112.61,4,train
4934,3293,182,372.32,183.38,41.44,59.08,4,train
4935,3293,173,505.57,160.53,76.63,141.69,4,train
4936,3293,160,144.32,175.94,62.06,112.58,4,train
4937,3293,178,270.8,186.37,75.15,112.58,4,train
4938,3294,183,347.87,182.49,66.65,59.97,4,train
4939,3294,173,506.52,160.36,77.11,142.83,4,train
4940,3294,160,143.72,176.17,61.65,113.03,4,train
4941,3294,178,270.91,188.02,73.31,110.78,4,train
4942,3295,183,347.35,183.39,66.59,60.12,4,train
4943,3295,173,505.21,161.89,76.45,140.48,4,train
4944,3295,160,141.54,176.97,61.9,111.8,4,train
4945,3295,178,271.6,183.43,71.64,115.01,4,train
4946,3296,183,336.74,182.51,73.97,60.75,4,train
4947,3296,173,499.15,164.19,77.84,134.68,4,train
4948,3296,160,136.72,177.29,61.86,111.34,4,train
4949,3296,178,273.06,183.99,64.49,113.88,4,train
4950,3297,183,336.16,182.55,74.29,60.23,4,train
4951,3297,173,496.07,162.93,77.32,130.86,4,train
4952,3297,160,134.15,176.48,61.89,110.53,4,train
4953,3297,178,265.87,184.99,66.43,111.79,4,train
4954,3298,183,265.91,182.2,144.1,114.83,4,train
4955,3298,160,131.45,177.19,63.3,108.7,4,train
